"age1","age2","age3","minAIC","AIC"
-520.518562339702,-519.935547706332,-519.123301095668,-520.518562339702,1
-553.094047744802,-552.05465071817,-550.109497454876,-553.094047744802,1
-482.165203571841,-496.677561960335,-497.649741976429,-497.649741976429,3
-498.245781352325,-503.795265859474,-502.710420041715,-503.795265859474,2
-516.999920287826,-521.025021921968,-519.229036357985,-521.025021921968,2
-537.588915254077,-547.611581456819,-547.219363873854,-547.611581456819,2
-537.976974609728,-542.052632289223,-540.052643298325,-542.052632289223,2
-504.405197257737,-502.570520783599,-501.035569909374,-504.405197257737,1
-546.030624946362,-544.41718689483,-543.418556981515,-546.030624946362,1
-472.995000836,-471.057152646956,-469.136057050952,-472.995000836,1
-459.330641561452,-457.481286522698,-455.685498050925,-459.330641561452,1
-500.392169588935,-498.60032340853,-497.061124619042,-500.392169588935,1
-512.913304282411,-510.914108666161,-509.357324442985,-512.913304282411,1
-468.765977807971,-466.8196364059,-465.023792596543,-468.765977807971,1
-535.754715261354,-536.111336784321,-534.153027021621,-536.111336784321,2
-540.992833423801,-542.248889150887,-540.2521083528,-542.248889150887,2
-533.215926589292,-535.751803198014,-533.91527447183,-535.751803198014,2
-497.228342456525,-496.610385099867,-494.940071047951,-497.228342456525,1
-520.595918947459,-522.485766310635,-520.846117615784,-522.485766310635,2
-521.779140185799,-533.463305274382,-531.943232398794,-533.463305274382,2
-509.33502261385,-510.0045830887,-508.00716080197,-510.0045830887,2
-494.140698069678,-492.174206519279,-490.179213070214,-494.140698069678,1
-514.062951931051,-512.121784508621,-510.132577782731,-514.062951931051,1
-459.279723020468,-457.284757797513,-455.292751087771,-459.279723020468,1
