"age1","age2","age3","minAIC","AIC"
-176.981615284052,-174.995585738159,-173.036336603283,-176.981615284052,1
-178.911528902158,-177.127653602219,-177.264797847019,-178.911528902158,1
-152.93623606563,-150.956041292702,-152.917411713227,-152.93623606563,1
-195.131420254574,-193.249280283167,-191.259680027362,-195.131420254574,1
-97.023311948532,-95.5807167369633,-94.0400813683395,-97.023311948532,1
-24.6643618104864,-24.2547326675623,-22.3457358108093,-24.6643618104864,1
-179.951652116494,-179.594656975517,-178.958110616001,-179.951652116494,1
-106.699412976035,-108.652978702017,-106.990278719902,-108.652978702017,2
-140.584291924378,-139.651710564749,-139.130639256122,-140.584291924378,1
-182.96932243514,-185.513786275096,-184.13867884263,-185.513786275096,2
-167.247563897798,-169.246030368554,-167.632074917065,-169.246030368554,2
-145.408754407146,-148.547736723562,-147.038907842795,-148.547736723562,2
-106.990100163013,-105.445541598458,-103.724777733892,-106.990100163013,1
-95.4840342700829,-94.4663237356067,-94.2748295052267,-95.4840342700829,1
-2.07433209881789,-3.77867506734787,-1.89083762030201,-3.77867506734787,2
21.6812048718955,18.6084369934063,20.6073094150891,18.6084369934063,2
-117.841953061632,-116.673902951158,-114.675656188868,-117.841953061632,1
-52.3499359319111,-51.9245719384916,-50.1080374057751,-52.3499359319111,1
22.6821571945545,19.4653155763006,21.2361169061413,19.4653155763006,2
-82.719664296308,-81.2488494451231,-79.3774687731744,-82.719664296308,1
-100.972345711569,-99.3703139244169,-97.5058381226425,-100.972345711569,1
-31.6421738378504,-29.6426952574573,-27.6447001267375,-31.6421738378504,1
-61.8985955132046,-60.1201710821142,-59.2997182065892,-61.8985955132046,1
-55.313795857897,-54.39127633882,-53.2763525177835,-55.313795857897,1
-115.093796858269,-113.126009860243,-111.143019786281,-115.093796858269,1
-90.064578581193,-88.0742697477713,-86.8437549778325,-90.064578581193,1
-97.2431761353071,-95.4809603590083,-93.585235443909,-97.2431761353071,1
-17.1616986720311,-16.0392145846651,-14.6894512521882,-17.1616986720311,1
-41.8678483146363,-39.8914444308595,-38.6710725642038,-41.8678483146363,1
-82.5645423978968,-83.3815251631593,-82.5533521987612,-83.3815251631593,2
-6.21981203674198,-9.28781754402618,-8.55976351142199,-9.28781754402618,2
-89.1892552615824,-88.3174106467655,-86.9984212710037,-89.1892552615824,1
-79.4935785878779,-77.6427278507185,-75.7293828858415,-79.4935785878779,1
-48.8938085202626,-47.496579751155,-45.5844607088668,-48.8938085202626,1
-178.160520664481,-176.217801411531,-176.669668877272,-178.160520664481,1
-170.795515672405,-168.81048355235,-169.182161635968,-170.795515672405,1
-129.264665881448,-127.301576465793,-127.08333179882,-129.264665881448,1
-109.22698849388,-107.314503688153,-105.43343464605,-109.22698849388,1
-87.4720364732911,-87.6765424084704,-85.7422014214169,-87.6765424084704,2
79.6119947869912,75.2340325159136,76.9444602440748,75.2340325159136,2
107.843368527246,104.587872262738,106.347333187166,104.587872262738,2
-14.5156570413817,-14.08950414492,-12.0914516329201,-14.5156570413817,1
-5.05912731629691,-3.24355404224798,-1.24366887620249,-5.05912731629691,1
-10.697622568968,-9.5115535252113,-7.68047729844177,-10.697622568968,1
3.26301886095008,-5.0917883552845,-3.33934361907893,-5.0917883552845,2
-0.507115130469289,-4.2877230168569,-2.33894130771854,-4.2877230168569,2
-110.366276907471,-108.790909470024,-106.812313178163,-110.366276907471,1
-14.460015742647,-14.9638368576861,-12.9699143109466,-14.9638368576861,2
-25.4958953249362,-25.4883958221683,-23.4980754033417,-25.4958953249362,1
-153.335910552726,-154.909579836277,-153.007741641102,-154.909579836277,2
-93.6431172327313,-92.7038282742758,-90.7206441259152,-93.6431172327313,1
-163.09559656819,-161.264384544438,-163.278268178573,-163.278268178573,3
-137.340884009281,-138.156234022769,-137.098472285245,-138.156234022769,2
-130.569105881091,-128.57002972525,-126.618858205907,-130.569105881091,1
-131.100451644324,-129.226016421638,-127.548033619416,-131.100451644324,1
-125.210155971713,-126.123254824749,-126.255508766577,-126.255508766577,3
-125.929520203601,-129.003214035494,-128.714376072617,-129.003214035494,2
-142.892600907743,-142.775725871217,-141.006421723624,-142.892600907743,1
-147.827186893258,-146.247680858905,-144.266219906211,-147.827186893258,1
-136.044817139291,-136.063166337229,-135.713460566646,-136.063166337229,2
-153.383481107726,-151.577670635462,-149.794443620376,-153.383481107726,1
-135.420042964752,-134.750375222871,-132.750912928113,-135.420042964752,1
37.234444516961,38.5378484446335,40.5375688028534,37.234444516961,1
-115.290497928613,-115.816738436821,-115.442690362163,-115.816738436821,2
-66.0341533800836,-66.8030985961455,-64.831632144525,-66.8030985961455,2
-22.3246429101216,-20.3282017319671,-18.7307422639812,-22.3246429101216,1
9.61087708538501,11.5727073252342,12.2299597551725,9.61087708538501,1
-120.501548108994,-119.724096617425,-117.800515807916,-120.501548108994,1
-127.552451064934,-126.449359899259,-125.047273756356,-127.552451064934,1
-107.413964504289,-105.612335482871,-103.638924790342,-107.413964504289,1
-100.363900850017,-100.149189358643,-98.2578216565482,-100.363900850017,1
-71.5622133239627,-71.4898178900951,-70.427977879861,-71.5622133239627,1
-192.105107883234,-190.195579798059,-188.647443571378,-192.105107883234,1
-340.934123273299,-338.960285321688,-337.687115121858,-340.934123273299,1
-168.331766791083,-167.345504143608,-165.887866154366,-168.331766791083,1
-354.718517427687,-364.149665926749,-362.713904491174,-364.149665926749,2
-296.88212489155,-298.876052618829,-297.094932888381,-298.876052618829,2
-126.552694823345,-125.187670748369,-123.338697111538,-126.552694823345,1
-148.260774968744,-147.39914473512,-145.426515713206,-148.260774968744,1
-136.973611479379,-134.976069671418,-133.188244187959,-136.973611479379,1
-143.495981804154,-141.551417585802,-140.708594681323,-143.495981804154,1
-128.340628388393,-126.738473795162,-125.20945986837,-128.340628388393,1
-141.897859842298,-140.612139111639,-139.883076329109,-141.897859842298,1
-140.657236560816,-139.833009752774,-138.001090250562,-140.657236560816,1
-173.153199248965,-171.155846215555,-169.524450272064,-173.153199248965,1
-179.79110949742,-177.920609227677,-178.009972178067,-179.79110949742,1
-164.658315846231,-163.680389790101,-163.892616647389,-164.658315846231,1
-160.608858911205,-158.712397624978,-157.84467719838,-160.608858911205,1
-187.820151542071,-186.017045879112,-184.167245937991,-187.820151542071,1
-180.338307203678,-178.341056945375,-176.447288260527,-180.338307203678,1
-191.197224461723,-189.278560171329,-187.729664753432,-191.197224461723,1
-146.017989551203,-144.740127100607,-143.306216135516,-146.017989551203,1
-164.342103722314,-163.348835416368,-163.180882097367,-164.342103722314,1
-163.626295881109,-162.182119706122,-160.455228145174,-163.626295881109,1
-178.816935476807,-176.831135175685,-174.83815866294,-178.816935476807,1
-172.281245522552,-171.641246400029,-169.641971161147,-172.281245522552,1
-160.291705497904,-161.261576290086,-159.667164930286,-161.261576290086,2
-165.657817646557,-163.972653449561,-162.409058411687,-165.657817646557,1
-164.896102525706,-163.363819041585,-162.556025773447,-164.896102525706,1
-167.283666573169,-165.721633961446,-164.880087047807,-167.283666573169,1
-160.608808938507,-159.402015663151,-157.903984845463,-160.608808938507,1
-176.503212794639,-174.75608297238,-176.429832524435,-176.503212794639,1
-173.551546141422,-171.551918241252,-171.246419683052,-173.551546141422,1
